"submission_date","reviewer_id","product_id","product_name","product_brand","site_category_lv1","site_category_lv2","review_title","overall_rating","recommend_to_a_friend","review_text","reviewer_birth_year","reviewer_gender","reviewer_state",,,,,
"2018-01-05 08:08:44","5c172851e68271ff3e1beb060e6efa9b02d6545bac1a7e9a067b607167af6551",26038092,"Whisky Jack Daniels Gentleman 1l","null","Alimentos e Bebidas","Bebidas Alcoólicas","Excelente escolha",4,"Yes","Ótimo produto muito agradável e saboroso pra quem gosta de um cowboy e qualidade",1981,"M","SP",,,,,
"2018-01-05 08:09:22","f77b20a6feb8b65a4c1c2ff7ef729175f2eafd5aad568b849a4b60a2e8566e45",26950664,"Jogo Xícara P/ Chá Xadrez Vermelha Melamina C/ 6 Unids - Art House","null","Utilidades Domésticas","Sobremesa, Café e Chá","Quero meu dinheiro de volta",1,"No","Horrível o material das xícaras, já pedi a devolução e até agora nada. Por favor devolva logo meu dinheiro!",1982,"F","SP",,,,,
"2018-01-05 08:10:04","a24dd467122b5b721a8b33bcb31f300de2686bbfb859cdd89ca6ee822ec81d86",8329932,"Conjunto De Panelas 6 Peças Ceramic Life 2.5 4740/101 - Brinox","null","Utilidades Domésticas","Panelas","Decepcionada",1,"No","Não posso avaliar este produto, pois simplesmente acabo de abrir o pacote das americanas, com o produto alterado! Recebi panelas da tramontina, e esse ocorreu mesmo já havendo atraso grande na entrega! Estou decepcionada c a empresa q utiliza o portal das Americanas! Não recomento de jeito nenhum a EZCONET!",1986,"F","SP",,,,,
"2018-01-05 08:10:35","ba6d28090e726dec1257a63737dadf12d7b57a4edfcad0c2684b618a858541e1",122701411,"Smart TV LED 32"" Samsung 32J4300 HD com Conversor Digital 2 HDMI 1 USB Wi-Fi 120Hz","samsung","TV e Home Theater","TV","Muito boa para uma tv 32 polegadas",4,"Yes","A tv e bem leve e compacta. Executa o smart hub sem problemas. Liga bem rapido. So deixa a desejar no som, que na minha opiniao  bem fraquinho, alem de ser baixo, mas para um quarto, esta bom.. A entrega foi super rápida!",1992,"M","MG",,,,,
"2018-01-05 08:10:43","8c060b52768c1251f9215c6ffe21ae5172676832df42ecd41a2b27865117b3d7",131778120,"Smartphone LG K10 Power Dual Chip Android 7.0 Tela 5,5"" Octacore 32GB 4G Wi-Fi Câmera 13MP - Índigo","lg","Celulares e Smartphones","Smartphone","aprovado produto",4,"Yes","recebi o produto dentro do prazo estimado, estou adorando o produto a unica coisa que não me agradou que ele não tem aplicativo que grava ligações como tinha no outro aparelho que possuía, mas o restante desempenhando com qualidade.",1972,"F","SP",,,,,
"2018-01-05 08:10:55","a122b26fc84e26fced4c51cd834cbd3fd56fa134dbba564a5c16ac46c2c1bfef",29771572,"Caixa Acustica 16W Rms Bluetooth Mosa Jbl Flip 4 Prova Dagua","null","Áudio","Dock Station e Caixas Bluetooth","Nao recebi",1,"No","Mais de 1 mês após a compra e não recebi. Cancelei a compra e estou muito chateada.",1976,"F","PE",,,,,
"2018-01-05 08:11:15","93c1497ba5e981e2f57dc1288169d8b26d4f7570c713f6a9141ab7578d147258",20616351,"Refiladora Para Papel A3 Compacta Menno","null","Papelaria","Material de Escritório","Gostei",3,"Yes","produto com certa qualidade, e funciona bem, Chegou conforme combinado, muito bom",1969,"M","MG",,,,,
"2018-01-05 08:11:17","8ea5c700661ddb492ad8f59b0634723efa2b387d4da2f8422a76700512d36333",126474851,"Aspirador de Pó Philco Rapid 1000N Vermelho/Preto - 1000W","philco","Eletroportáteis","Aspirador e Vassoura Elétrica","...",5,"Yes","Excelente produto, cumpre o que promete..............",1988,"F","BA",,,,,
"2018-01-05 08:12:08","4934f17d4185605c2d5ebd0324caf8ab81c639b0d1d293c7eab602d8d117c093",113174007,"Secador Infinity 2500 SC-12 Preto / Vermelho  - Mondial","mondial","Beleza e Perfumaria","Aparelhos elétricos para cabelo","Esta de parabens!!!!",4,"Yes","Super recomendo o produto!!!!  Exelente qualidade e otimo custo.",1980,"F","SP",,,,,
"2018-01-05 08:12:24","8144a3389f1f004019dcaa09a72d2ee831d600be2aa53eec6f55d186e54df1b7",124488474,"HD Externo Portátil Seagate Expansion 1TB USB 3.0","seagate","Informática e Acessórios","HD Externo","Não consigo a troca de produto com defeito",1,"No","Adquiri um destes já quase um mês e veio com problemas.. demorei muito para conseguir falar no Atendimento e fui informado que iriam entrar em contato para devolução e posterior troca. falaram que contatariam ontem 04\01 mas nada. no site o status é ""Aguardando Devolução"", porém não sei como proceder e ainda ninguem falou comigo... nem parceiro nem Americanas. Já estou sem paciência pois pedi encarecidamente rapidez na troca pois dependo deste para consertar outros equipamentos. Pergunto ATÉ QUANDO??? Estou muito insatisfeito e exijo uma solução rápida....",1966,"M","SP",,,,,
"2018-01-05 08:12:37","64832a10ef51b75d7ab9a649905a4c25f864bb27c91eba8b1b54fdd3ed9233f7",14153162,"Carregador De Pilhas Recarregáveis Sony Com 4 Pilhas Multi-Use Premium 2500mah - Bcg-34hh4gn","null","Câmeras e Filmadoras","Acessórios para Câmeras e Filmadoras","Superou as expectativas",5,"Yes","Dura muito mais do que imaginava, me surpreendi com o produto. Excelente!",1998,"M","SP",,,,,
"2018-01-05 08:12:38","70639b8cdfa9fc19d155861faf283e8ee1919dd2a5bb7e49e50429046ca0e6f5",132257983,"Liquidificador Mondial L-1000 FB 3L Turbo Premium Preto - 1000W","null","Eletroportáteis","Liquidificador e Acessórios","muito bom",4,"Yes","produto de otima qualidade  e de otimo desempenho e praticidade",1955,"M","RJ",,,,,
"2018-01-05 08:13:24","0495664da5eaa93c083330f24050d6fe77493f2110de73e023b76380a93639e6",13364179,"Copo Para Liquidificador Walita Ri 2044 Ri 2081 Cristal Preto - 2056 Mebrasi","null","Eletroportáteis","null","Qualidade do material",2,"No","Qualidade do material do copo é muito inferior comparado ao original de fábrica o que dificulta um pouco o encaixe na peça de baixo(peça que tem laminas)...acontece de vazar o líquido.",1986,"F","SP",,,,,
"2018-01-05 08:13:36","c2db84326572df856445b6510bdc62862896eb7ac9e8dfcba940d3a1893953cf",12718947,"Celular Dl Yc-110 Preto Dual Chip Radio Fm Lanterna","null","Celulares e Smartphones","Celular","Deixou a desejar",1,"No","O aparelho e ruim de transmissão. Fia a compra achando que iria ajudar contato com um apessoa idosa. Infelizmente nao teve o resultado esperado.",1961,"F","SP",,,,,
"2018-01-05 08:14:40","956fb5a1782c43d3b0efa4f5aa5a612f9d65955873429f3683e45d3cc469ab6a",125995347,"Smartphone Lenovo Vibe K5 Dual Chip Android 5.1.1 Lollipop Tela 5"" 16GB 4G Câmera 13MP - Grafite","lenovo","Celulares e Smartphones","Smartphone","Avaliação Smartphone Lenovo Vibe K5 Dual Chip Android 5.1.1 Lollipop Tela 5"" 16GB 4G Câmera 13MP - Grafite",4,"Yes","O produto atende tudo aquilo aquilo que esperávamos.",1975,"M","SP",,,,,
"2018-01-05 08:15:36","5844ade8e48b537d3ef06f74a8445c7bbeecb187a426accb67222c377899ebb8",22434166,"Timer de cozinha Joaninha","null","Miscellaneous","null","Qualidade muito ruim",1,"No","É até bonitinho, mas descartável. Parou de funcionar no 3o uso. Péssima qualidade!",1972,"F","ES",,,,,
"2018-01-05 08:15:58","c7b5b1a5046f91a692999d258c16d179fb3fa31d48ea149767b79c8071f816a1",125768056,"Smartphone Samsung Galaxy J1 Mini Dual Chip Android 5.1 Tela 4"" 8GB 3G Wi-Fi Câmera 5MP - Dourado","samsung","Celulares e Smartphones","Smartphone","J1",4,"Yes","Ótimo produto eu recomendo bom preço e custo beneficio",1967,"M","SC",,,,,
"2018-01-05 08:16:28","6d37877ed5e1a4bee973d95a9da91232909b5aec0d3699290c7ccdefc2a38d7f",132381765,"Smart TV LED 43"" Samsung 43MU6100 UHD 4K HDR Premium com Conversor Digital 3 HDMI 2 USB 120Hz","null","TV e Home Theater","TV","Muito Bom",4,"Yes","Chego no prazo e em perfeito estado. Recomendo comprar no site",1972,"M","SP",,,,,
"2018-01-05 08:16:54","c08cc0eab4f9b036804e8ab6586388effb199d7326d180c18dac5ee08f9d98fd",132221770,"Smartphone Motorola Moto Z2 Play Dual Chip Android 7.1.1 Nougat Tela 5,5"" Octa-Core 2.2 GHz 64GB Câmera 12MP - Platinum","motorola","Celulares e Smartphones","Smartphone","Até o presente momento estou amando o meu celular",4,"Yes","Estou adorando, muito bom. Recomendo ao meus amigos.continue assim com produtos de ótima qualidade.",1981,"F","MG",,,,,
"2018-01-05 08:17:15","cc0fd30a0b277003a7add6602959e16a6c944b24905957bbbf4b0942a4f94bdf",126825753,"Máscara de Cílios Maybelline The Falsies Efeito Cílios Postiços Super Filme","maybelline","Beleza e Perfumaria","Maquiagem","Produto atende a expectativa",3,"Yes","O produto é bom, separa bem e dá uma alongada, pois cria tipo um filme nos cílios, porém não dá muito volume. Outro ponto é que ele borra muito, com a oleosidade da pele, já usei outras máscaras a prova d'água que não faziam isso, com ele tenho que estar toda hora limpando a parte de cima e embaixo dos olhos onde os cílios encostam. Valeu a pena pelo preço que paguei (R$15), mas quando acabar provavelmente voltarei para o colossal.","null","F","RJ",,,,,
"2018-01-05 08:18:25","94225e8ee825ffe072f84f89fa46669201c04421eda5608d5e058debe93f1a61",16470881,"Furadeira De Impacto Profissional 1/2"" 650w 220v Com Maleta Gsb 13 Re Bosch","null","Ferramentas e Jardim","Ferramentas Elétricas","Bom atendimento",5,"Yes","Entrei em contato com a loja, e foram claros e atenderam todas as minhas solicitações. Pretendo comprar novamente, recomendo!",1988,"F","BA",,,,,
"2018-01-05 08:19:46","e0e1493f2b98d23d5ec177cb161aafb0ec180bbd1ed0ab22f7be6b0298e6efaa",132381765,"Smart TV LED 43"" Samsung 43MU6100 UHD 4K HDR Premium com Conversor Digital 3 HDMI 2 USB 120Hz","null","TV e Home Theater","TV","Controle remoto muito limitado",3,"Yes","O produto em si é ótimo, imagem perfeita, e som de acordo, o que me incomodou muito foi o controle remoto ser muito simples, não tem ponteiro de mouse e nem teclado numérico, para se navegar na internet, youtube etc é muito difícil, te obriga a adquirir um teclado e mouse Wifi",1964,"M","SP",,,,,
"2018-01-05 08:20:34","22129e48951ad6f2ef2ff08e59a42021f31b46e2b9d61dad06493586a83ae12d",110389475,"Churrasqueira Elétrica Mondial Weekend II CH-02 1800W Preta","mondial","Eletroportáteis","Churrasqueira e Utensílios","ótimo produto",4,"Yes","ótimo produto e entrega rápida... parabéns a loja , recomendo a compra....",1978,"M","SP",,,,,
"2018-01-05 08:21:47","c1a4e98dd3f0d6b28ed0bf3cfc7381708df415b92ef2c67407e209c16947314e",17858903,"Bota Coturno Salazari Motociclista","null","Vestuário Esportivo","Masculino","Estão de brincadeira comigo!",1,"No","Me pedem para avaliar um produto que não recebi, comprei no dia 10 de dezembro de 2017, e até hoje dia 05 de janeiro de 2018, nada do produto, pelo rastreamento, ainda vai passar mais uns 8 dias, isso é uma piada!!!",1982,"M","PB",,,,,
"2018-01-05 08:22:05","13046cfff0925b5623e4cf6329411e6d90d107369f31e47ef6d0a9b0fbd84431",116796362,"Micro-ondas Consul CM020 20 Litros Cinza Espelhado","consul","Eletrodomésticos","Micro-ondas","Não Gostei veio com defeito e na foto do produto não explica que o espelhado do produto é fosco .",1,"No","Não é espelhado coisa nenhuma não gostei na descrição não fala que o espelhado é fosco ...",1993,"F","SP",,,,,
"2018-01-05 08:22:23","5ff17a0ea93db0b6506291f58ebf7267dcfd281c619385366ee1ba5eb2b8fad1",128719031,"Guarda-Roupa/ Roupeiro 4 Portas 2 Gavetas Pontal 104 Branco - at.home","at.home","Móveis","Guarda-Roupa","Gostei!",3,"Yes","Gostei do produto.Não vai durar muitos anos, mas estou satisfeita.",1964,"F","SC",,,,,
"2018-01-05 08:22:33","c8f46e897385d3ea0866d11210f5e979aad10ca031a25633351baedfa11f52f2",132649741,"Game - Sonic Forces - Xbox One","null","Games","Xbox One","Amei chegou antes do prazo",5,"Yes","Chegou antes do prazo!  Meu filho adorou. Bom estato.","null","null","null",,,,,
"2018-01-05 08:23:54","76f2aaf7ab7073772eef10add4cbb2add86cca699caa973fea0ce34c4acecedc",122542545,"Sede Legião do Mal Imaginext - Mattel","mattel","Brinquedos","Bonecos","Gostei",5,"Yes","Produto super resitente e interativo.  Entrega rápida",1983,"F","GO",,,,,
"2018-01-05 08:24:53","97b5ccfcade8ae8a2bd56d5f04651f9052c53440db911439dd667e2a9a89906c",28079236,"Mochila Under Armour Hustle 3.0 Preta","null","Esporte e Lazer","Mochila Esportiva","Muito bom",4,"Yes","A mochila é muito boa, tanto de espaço interno quanto a resistência. O único porém é que o tecido das costas esquenta muito, mas de resto é realmente excelente para o uso diário.",1990,"M","SP",,,,,
"2018-01-05 08:24:58","b4b06026ceab481a43d4436eccb950c650e439168a05cd05cedcc3257223f947",21265248,"Sombrinha Longa Transparente Gotas 1402 Yangzi","null","Malas e Acessórios","Viagem e Acessórios","Achei o produto excelente",5,"Yes","Produto de excelente qualidade , recomendo, achei super reforçada e foi entregue antes do prazo combinado",1973,"F","MG",,,,,
"2018-01-05 08:24:59","aa3d178ecb487b0b84fcff30293b69d23680c510a7a637c851a1e57f683ffde3",124242870,"Presépio Completo 11 Unidades 6,5cm -  Orb Christmas","orb","Enfeites de Natal","Presépio","Gostei muito!",5,"Yes","A encomenda chegou perfeita, muito bem embalada e eram exatamente como aparecia na imagem do site.",1954,"F","PR",,,,,
"2018-01-05 08:25:02","cffeed5b94ea6cac28c3b4bd0483ee20dca4418c29113c50aefe8d4a51a04dc6",23094893,"Hoverboard 6,5"" Polegadas - Smart Balance - Bluetooth - Bateria Samsung - C/ Bolsa - Preto","null","Esporte e Lazer","Skate","Ótimo Produto, recomendo!",4,"Yes","Produto chegou em ótimo estado, antes do prazo de entrega estabelecido e funcionando perfeitamente. A diversão é garantida.  Recomendo!",1981,"M","SP",,,,,
"2018-01-05 08:25:11","aa4b51a657b54ade1240a21ddfaa0175af08252c4fdb890593c0535661c6e99d",22817678,"Smartphone Xiaomi Redmi 4x Dual Chip Android 6.0 Tela 5.0 32gb 4g Câmera 13mp - Grafite","null","Celulares e Smartphones","Smartphone","Excelente Produto",5,"Yes","Produto de excelente qualidade, ótima bateria, celular muito bom mesmo, recomendo",1991,"M","SP",,,,,
"2018-01-05 08:25:14","eb190f297bdb647fe6d4633bcea910a3766c52858a3f6751727674836d030a95",23010846,"Porta Joias Organizador De Bijuterias Vestido Preto","null","Decoração","Caixa Organizadora","Gostei muito do produto!",3,"Yes","Gostei muito do produto!  Recomendo, pois o preço é muito acessível!",1968,"F","SE",,,,,
"2018-01-05 08:25:37","ef2862a4946d45b133a545e9677f79928de4a1dce920c203b84e5ff67fa88939",28466766,"Relógio Masculino Tuguir Digital Tg1246 Preto","null","Relógios","Outras Marcas","Legal",3,"Yes","Bom produto, visual bakana, ótimo preço. Recomendo!!!",1983,"M","MG",,,,,
"2018-01-05 08:25:59","018449b2b9dec8fd9df45b7ebfae365c52e8be230cad2893944ff1630a3e202d",132257983,"Liquidificador Mondial L-1000 FB 3L Turbo Premium Preto - 1000W","null","Eletroportáteis","Liquidificador e Acessórios","Produto muito bom!",4,"Yes","Liquidificador bonito e resistente. Copo grande, dá para fazer receitas grandes. Bem potente, só usei até agora até a potência 4. A função pulsar dele é bem forte. Atende todas as necessidades. O barulho ao ligar é dentro do esperado pela potência do produto. Recomendo!",1975,"F","ES",,,,,
"2018-01-05 08:26:26","b4b0cb15dc30362efdb19d5648170e37b0e68dacf700cb6507861bb2af9df4f9",122423909,"HD Externo Portátil Seagate Expansion 2TB USB 3.0 Preto","seagate","Informática e Acessórios","HD Externo","Otimo em tudo.",5,"Yes","Ótimo produto, capacidade excelente, velocidade rápida (com o uso do USB 3.0), produto entregue antes do prazo, embalagem intacta. Recomendo!",2000,"F","SP",,,,,
"2018-01-05 08:26:57","36f8fcad4055df4ddc47ec63d70d7bf2468bf5fe2ed38a473e9b2b48ee02bf26",27596394,"Cordão Luminária Fio De Luz Led Com 10 Lâmpada Coqueiros","null","Decoração","Luminária","Produto de ótima qualidade.",5,"Yes","Produto excelente. Demorou a chegar. mas por responsabilidade dos Correios.",1956,"M","RJ",,,,,
"2018-01-05 08:28:27","08c6c8cb2642268baff856770451b533a90a1ff3a68ff4fd7e443a840adc5fb5",14725623,"Kit 3 Banquetas Bistrô Aço Preto E Assento Preto","null","Móveis","Banco e Banqueta","Decepção",1,"No","produto até bonito... mas de pessima qualidade!!!! nao comprem... é só dor de cabeça... com uma semana de uso descosturou um dos assentos... liguei, falaram que ia sustituir e até agora nada... quase 4 meses... falra de respeito total",1969,"F","MG",,,,,
"2018-01-05 08:28:29","4c071dc7e2a99fb30c3befddbe19b5c6d10f60b3d2c1d6953f7774226003f118",122423301,"Passadeira a Vapor Britânia Branca","britania","Eletroportáteis","Ferro de Passar","Recomendo para camisas sociais e camisetas.",3,"Yes","Ele ajuda bastante eu passar minhas camisas sociais e camisetas... Eu só achei que ele fosse um pouco mais potente, eu acabo demorando um bom tempinho para passar uma camisa.  Para calça de sarja não serviu, aí preciso usar o ferro. Tem vez que ele para de soltar o vapor e leva alguns segundo para voltar a soltar, aí atrapalha um pouco... Quanto a parte de higienizar, ele é bem legal !!!  Pelo preço que paguei eu não poderia esperar algo muito forte, então recomendo sim.",1992,"M","SP",,,,,
"2018-01-05 08:28:38","a037eec02961b1d6cb1e41bcc6e95f7cc1f45148680dacd7f043dbe28a83ca55",129555980,"Smartphone Asus Zenfone 3 Dual Chip Android 6 Tela 5.5"" 64GB 4G Câmera 16MP - Dourado","asus","Celulares e Smartphones","Smartphone","Aparelho excelente",5,"Yes","Comprei esse aparelho pro  meu filho, e  ele adorou...camera boa, bateria otima, sem contar a entrega q foi em dois dias Parabéns americanas, sempre nota 10",1974,"F","SP",,,,,
"2018-01-05 08:28:51","56d4b2243d06967eedd9b94c631d7ae1f0b1dded88bbd757d79a0010da8fe156",8019215,"Violão Aço Elétrico Folk Cutaway New Md 18 Natural, Com Equalizador Ativo De 4 Bandas E Afinador","null","Instrumentos Musicais","Instrumentos de Corda","Produto quebrado",1,"No","Eu tirei o produto da embalagem e o violão está quebrado!",1968,"F","SP",,,,,
"2018-01-05 08:29:32","f7715558b7c5abec9f385c5141792c795433cb89590fa214ed7491c8c13ea1e6",132732705,"TV LED 20"" Philco PH20M91D HD Conversor Digital Integrado 1 HDMI 1 USB","null","TV e Home Theater","TV","Ótimo produto, excelente qualidade",4,"Yes","Atendimento muito bom ,entrega dentro do prazo combinado ...excelente compra...",1981,"M","MG",,,,,
"2018-01-05 08:29:45","de3193343e4a4f2fb435cd77f173bf7badb64831ab2a92571adf3a4438b3a99d",23677284,"Kit 4 Banquetas Berlim Junco Cappuccino Tubo Preto com Assento Maxi Floral Marrom - ItaGold","null","Móveis","Banco e Banqueta","BANQUETAS",4,"Yes","FRETE MUITO CARO, INVIABIALISA O PRODUTO. QUANDO BAIXAR O FRETE ME MANDE EMAIL!!!!!!!!!!!!!! sidney",1978,"M","SC",,,,,
"2018-01-05 08:30:08","38d317b505701bdb4c951ee475351c9b8f5311a8bf146a795cc9a16ac7d46ae1",132444092,"Smartphone Motorola Moto G 5S Dual Chip Android 7.1.1 Nougat Tela 5.2"" Snapdragon 430 32GB 4G Câmera 16MP - Platinum","null","Celulares e Smartphones","Smartphone","gostei do produto",4,"Yes","recomendo a compra deste produto, entrega rápida e confiável",1958,"M","PE",,,,,
"2018-01-05 08:30:29","e19342a1a464cb51fd7e65a5c797346f1313b8bff084ab28fc3f299a60fe1ce6",25256245,"Gel Lipo Redutor Termo Ativado Eficácia 250g - Marylife","null","Saúde","null","Muito bom mesmo. Recomendo!!!!",5,"Yes","Muito bom mesmo. Recomendo!!! Ardeeee muito.                  Vamos ver os resultados. Passo e uso um massageador p redução de medidas. Corro e uso tbem.",1978,"F","SP",,,,,
"2018-01-05 08:30:36","ff4c7dfa5d9c5121633051553093933e20c4aaa389f89b334d28e875dc051405",132380105,"Smartphone Samsung Galaxy A5 Dual Chip Android 6.0 Tela 5,2"" Octa-Core 1.9GHz 64GB 4G Câmera 16MP - Rosa","null","Celulares e Smartphones","Smartphone","É otimo",4,"Yes","Atendeu toda as minhas expectativas. Eu recomendo.",1982,"F","PA",,,,,
"2018-01-05 08:30:41","4fd5945ea6b94a57e94b41c1139e262874ef7a4abc45991ec61415ef9b02fbb5",17972412,"Tênis Everlast Soho High","everlast","Moda","Masculino","Pessima",1,"No","Nao posso recomendar o que nao recebi  entrei em contato diversas vezes avisando  que o endereço estava errado mesmo assim mandaram ] quem vai pagar o meu prejuizo ?",1983,"M","SP",,,,,
"2018-01-05 08:30:49","273b1f5ceb5481754c9a80e5b23bdc2ce41e86b22af1f5fac354c5f9f84645de",128010777,"Smartphone Samsung Galaxy J7 Metal Dual Chip Android 6.0 Tela 5.5"" 16GB 4G Câmera 13MP - Dourado","samsung","Celulares e Smartphones","Smartphone","Gostei bastante",4,"Yes","Embora eu tenha achado o volume baixo, o produto atende todas as expectativas.",1975,"M","RJ",,,,,
"2018-01-05 08:30:54","d94097e7681a772c7a70513568c65e7ab9272e62fd1ac99bf97e66a51609d540",21714509,"Adesivo Quarto Infantil Menina Corujinha Bebe Arvore Zoo 121","null","Decoração","Adesivo Decorativo","Fantástisco",4,"Yes","Produto muito fácil de aplicar. Entrega de acordo. Muito satisfeito.",1978,"M","PR",,,,,
"2018-01-05 08:31:15","c1aa96a1e1d5ac022e1b95542adb82a800636a7245b494fe8f39441b9d7cf9e3",126474851,"Aspirador de Pó Philco Rapid 1000N Vermelho/Preto - 1000W","philco","Eletroportáteis","Aspirador e Vassoura Elétrica","Espetáculo",5,"Yes","Muito bom produto segundo minha esposa rsrs recomendo a todos, palavra de mulher",1966,"M","MG",,,,,
"2018-01-05 08:31:35","a715b3392271cd77096f47accb01f55df6fadb2aa82303cc3555ffe7cb9fe6c7",113048617,"Cafeteira Elétrica Cadence Single CAF111 com 2 Xícaras - Vermelho","cadence","Eletroportáteis","Cafeteira","Produto regular",2,"No","Comprei o produto pelo lindo design e pela praticidde também e fiquei satisfeita nestes quesitos. Quanto a eficácia no preparo do café achei não tão eficaz pelo fato do  pó não passar tão facilmente e comprometer a qualidade do mesmo que deixa de ser tão gostoso quanto deveria.  Por isso somente eu não o recomendaria.",1972,"F","RJ",,,,,
"2018-01-05 08:32:09","e3ff8503a4b28ce8592216f191fc0ce73fa296f24735abf0a7eacfa28efc019c",113048617,"Cafeteira Elétrica Cadence Single CAF111 com 2 Xícaras - Vermelho","cadence","Eletroportáteis","Cafeteira","Ótima",4,"Yes","Rápida, pratica e simples de trabalhar.Recomendo o produtos. E a entrega bem antes do previsto. Parabéns.",1962,"M","SP",,,,,
"2018-01-05 08:32:11","2c458921841df1afe1844bab282f4f829eaec66b09e8a40d7fd2e62637116143",117317335,"Filtro de Privacidade para ultrabook / notebook 14.0 widescreen - 3M do Brasil","3m","Informática e Acessórios","Acessórios para Notebook","Eficiente!",4,"Yes","A imagem fica escura para quem está a poucos graus da perpendicular da tela, tornando o produto bastante eficiente.",1967,"M","SP",,,,,
"2018-01-05 08:32:29","d82ff6c2ff2f9b0ec732ff302a9ab32bcb5b6af81dd1189b65a22cbbbf00fc16",13456311,"Tapete Infantil Bebe Crianca Dupla Face Impermeavel","null","Bebês","Desenvolvimento e Diversão","Super recomendo!",5,"Yes","Minha filha e eu amamos. <3  Ela só quer ficar brincando no chão agora!",1987,"F","MG",,,,,
"2018-01-05 08:32:50","7d0919ac6a24eb77e4b9a620e8e46dd509b1dee9d36d857df11836c1f2922300",120680151,"Mini Helicóptero 3,5 Canais Azul com Controle Remoto - brink+","brink+","Brinquedos","Brinquedos de Controle Remoto","Gostei !",3,"Yes","O Produto é bom, vem com hélices para a reposição e a entrega foi super rápida.","null","null","null",,,,,
"2018-01-05 08:33:05","40f94f11bd0c9304dc9b0e5e217240001777db12e9f2e18f19ac5beffdba6ff5",22233386,"Cobre Leito Casal Lauri 04 Peças Liso Tecido Microfibra Com Lençol De Baixo - Azul/Palha","null","Cama, Mesa e Banho","Colchas","Cobre leito",1,"No","Muito ruim tá saindo tudo enchimento do cobreleito fica cheio de fiapos para fora, não recomendo para ninguém muito ruim.",1986,"F","SP",,,,,
"2018-01-05 08:33:14","dd161f3c003e7a30ad5233211572248eb1dbc5d4cba9942a808df7bf93202da3",124292375,"Cafeteira Elétrica Philco PH30 Temp 1,5L - Preto e Aço Escovado","philco","Eletroportáteis","Cafeteira","Gostei muito",5,"Yes","Gostei muito do produto é bem resistente grande fácil de limpar e é  linda",1988,"F","SP",,,,,
"2018-01-05 08:33:32","d82ff6c2ff2f9b0ec732ff302a9ab32bcb5b6af81dd1189b65a22cbbbf00fc16",116217586,"Cadeira para Alimentação Bon Appetit XL Monstrinhos Burigotto","burigotto","Bebês","Alimentação","Super recomendo",5,"Yes","Muito prática, ótima qualidade. Ideal pra gente! Gostei muito!",1987,"F","MG",,,,,
"2018-01-05 08:33:48","77fae0e025b244675878207e150909317acef0cffbf76b03c0b444163376c3f3",132444092,"Smartphone Motorola Moto G 5S Dual Chip Android 7.1.1 Nougat Tela 5.2"" Snapdragon 430 32GB 4G Câmera 16MP - Platinum","null","Celulares e Smartphones","Smartphone","recomendo",4,"Yes","exelente, otimo custo beneficio, produto de 1° pode comprar q é bom e chegou super rapido",1970,"M","MG",,,,,
"2018-01-05 08:34:12","88a6358f29da27678d87c53d3bd6a5edc9d2e180420ec87b3373a93d9990b0be",17746569,"Motor Chevrolet Performance 572 Completo 720hp Deluxe","null","Automotivo","null","Tenha sua Usina Hidrelétrica pessoal!",5,"Yes","Instalei o motor junto aos coletores de água da chuva. Agora posso gerar minha própria energia elétrica em casa e ainda vendendo o excedente para a concessionária. Excelente produto! Recomendo!!!",1987,"M","MG",,,,,
"2018-01-05 08:34:53","1446df469a00f75f380ad74142087c8fedc1bfe2eebf808eefed0327282fc002",122807566,"Ferro a Vapor Arno Ultragliss 41 FU41","arno","Eletroportáteis","Ferro de Passar","bom",5,"Yes","entregue dentro do prazo, só comprei a voltagem errada.",1989,"F","MG",,,,,
"2018-01-05 08:35:00","87b8bd4b48715d52a2c84e93e8c18f2d7cd15cd7103ec7e8ce21ad532d041511",11653252,"Prancha Wide Eleganza Infinity One - Bivolt - Gama Italy","null","Beleza e Perfumaria","Cabelo","Ótima!!",4,"Yes","Muito boa, esquenta bastante. O único ponto negativo é  que não tem botão liga desliga. Fora isso, recomendo!",1996,"F","SP",,,,,
"2018-01-05 08:35:02","cd0479e4ddc8e465a03f5457b9cfa91aeccf6f62da764c1c445b89e941f29e5e",132532885,"Game Forza Motorsport 7 - Xbox One","null","Games","Xbox One","Excelente",5,"Yes","Excelente produto, jogo espetacular. Recomendo a todos.",1977,"M","SP",,,,,
"2018-01-05 08:35:33","9126a9230cfd9bb59beaa950224475b4ecff024a9f0581a854a0534e23718664",23677284,"Kit 4 Banquetas Berlim Junco Cappuccino Tubo Preto com Assento Maxi Floral Marrom - ItaGold","null","Móveis","Banco e Banqueta","NÃO TEM COMO COMPRAR COM ESSE FRETE",3,"Yes","Não tem lógica o valor do produto ser a metade do valor do frete, melhor falar que não vendem para fora de São Paulo . Já pensou as banquetas 250,00 o frete 500",1967,"F","PA",,,,,
"2018-01-05 08:37:14","ee4662ba382ec07b6f832e2ef21cac7d4764ee28dd0b5df0aa2902a969ce6653",24707759,"Bíblia Fonte De Esperança C/ Letra Gigante Ra - Luxo Vinho","null","Livros","Religião","BOM",3,"No","OIIII BOM DIA, EU GOSTARIA DE SABER SE VCS TEM A BIBLIA COM A LETRA BEM GRANDE AI, E QUI EU COMPREI 3 AI MOSTRANDOLETRA GIGANTE MAS ER PEQUENAM EU QUERO COM A METRA BEM GRANDE??",1995,"M","BA",,,,,
